"ANO_CMPT","MES_CMPT","CNES","Name_CNES","num_dias_perman_hosp","num_motivos_saida_hosp","num_dias_perman_clinica","num_motivos_saida_clinica","num_dias_perman_cirurgica","num_motivos_saida_cirurgica","num_partos_cesareos","num_partos_total","N_dias_em_UTI","N_CIRURGIAS_APRE","N_Internacoes_H","N_leitos_UTI","N_leitos_hosp_sem_leitos_hosp_dia"
"2024","02","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2161,395,1310,186,847,205,13,37,236,301,436,18,158
"2024","02","2332981","HU João de Barros Barreto (HUJBB-UFPA)",6523,427,5012,254,1511,173,0,0,248,392,529,17,220
"2024","02","2338424","HC da Universidade Federal de Goiás (HC-UFG)",5959,886,3999,525,1938,359,30,46,812,452,907,23,276
"2024","02","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",11409,1817,6567,1054,4539,709,102,305,1652,1329,2071,58,430
"2024","02","2400243","HU Lauro Wanderley (HULW-UFPB)",3442,533,2409,288,1030,244,69,133,589,323,580,24,180
"2024","02","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",3895,623,2756,306,1139,317,156,259,694,402,706,26,144
"2024","02","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",4301,789,3138,465,1163,324,205,330,589,366,846,26,196
"2024","02","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",592,138,440,81,152,57,0,0,0,65,143,NA,47
"2024","02","2561492","HU Walter Cantídio (HUWC-UFC)",4283,536,2745,207,948,263,0,0,290,654,777,15,197
"2024","02","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",4998,582,2936,230,1829,331,0,0,939,455,691,24,237
"2024","02","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",2348,303,1737,170,611,133,24,49,470,141,312,18,104
"2024","02","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",3291,327,2764,198,523,127,0,0,354,165,383,24,165
"2024","02","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",63,100,7,1,53,89,0,0,0,127,100,NA,21
"2024","02","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",3145,448,2386,217,757,230,47,90,676,250,454,26,197
"2024","02","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",4411,714,3175,411,1163,300,145,271,780,356,758,34,169
"2024","02","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",9200,1389,5913,678,3155,698,152,305,1232,799,1491,45,436
"2024","02","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",4738,889,2803,547,1863,333,46,138,559,619,1013,26,250
"2024","02","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",4103,457,1258,121,2845,336,0,0,653,820,507,20,190
"2024","02","3432076","HU da Universidade Federal do Amapá (HU-Unifap)",1127,119,1008,37,119,82,0,0,0,82,119,10,96
"2024","02","3654826","Hospital de Doenças Tropicais (HDT-UFT)",1254,137,1091,128,163,9,0,0,0,73,147,NA,49
"2024","02","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1035,384,658,160,377,223,101,191,0,251,404,5,62
"2024","02","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",5449,869,2857,317,2575,540,66,86,873,777,978,30,240
"2024","02","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",1168,277,1116,187,52,90,0,0,147,100,277,20,72
"2024","02","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3805,568,1258,312,2547,256,0,0,265,347,627,21,150
"2024","02","6568343","Hospital Universitário de Lagarto (HUL-UFS)",3664,307,2983,206,681,101,0,0,383,124,331,10,119
"2024","03","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",6707,1489,4432,879,2162,593,137,202,610,823,1643,25,307
"2024","03","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",1815,337,1561,192,249,144,0,0,165,318,343,10,137
"2024","03","0003816","HU Professor Edgard Santos (Hupes-UFBA)",5633,758,4364,322,1090,410,0,0,519,568,889,35,286
"2024","03","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",1869,337,1215,138,654,199,76,170,262,220,447,10,81
"2024","03","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",6386,790,4366,478,1986,308,110,191,825,400,825,31,198
"2024","03","0010510","HU da Universidade de Brasília (HUB-UnB)",6540,1158,4867,705,1491,420,49,136,1141,1658,1276,29,220
"2024","03","0012505","HU Antônio Pedro (HUAP-UFF)",5037,760,2999,403,1964,350,91,158,817,502,848,34,236
"2024","03","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",10186,1318,6748,757,2591,493,54,112,1671,746,1613,79,435
"2024","03","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",4684,821,3368,404,1316,417,161,239,426,477,952,27,212
"2024","03","2017644","HU Getúlio Vargas (HUGV-UFAM)",1690,374,676,81,1002,292,0,0,205,396,384,30,125
"2024","03","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",14974,1891,7373,803,7432,1070,168,258,1576,1578,2083,68,472
"2024","03","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",7261,1067,3981,516,3227,547,51,107,892,731,1141,49,280
"2024","03","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",2174,358,1494,173,589,178,0,0,102,347,398,9,137
"2024","03","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",9914,1390,6304,840,3385,532,109,220,1274,1600,1491,40,370
"2024","03","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",3629,314,2779,214,849,99,44,76,354,155,353,15,161
"2024","03","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2906,460,1880,179,994,252,29,49,326,387,515,18,158
"2024","03","2332981","HU João de Barros Barreto (HUJBB-UFPA)",4721,345,3657,207,1064,138,0,0,87,295,403,17,220
"2024","03","2338424","HC da Universidade Federal de Goiás (HC-UFG)",4530,719,2718,423,1767,294,22,37,564,335,738,23,276
"2024","03","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",12123,1819,7458,1098,4205,660,104,327,2226,1260,2056,58,430
"2024","03","2400243","HU Lauro Wanderley (HULW-UFPB)",3674,620,2210,310,1463,310,84,134,537,444,651,24,180
"2024","03","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",4243,689,2848,314,1395,375,198,280,710,460,778,26,144
"2024","03","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",4752,806,3603,461,1149,345,213,323,961,397,860,26,196
"2024","03","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",951,189,749,102,202,87,0,0,0,105,189,NA,47
"2024","03","2561492","HU Walter Cantídio (HUWC-UFC)",4418,490,2846,215,864,185,0,0,365,585,739,15,197
"2024","03","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",4644,505,3178,248,1265,236,0,0,655,377,609,24,237
"2024","03","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",1537,231,1068,105,469,126,17,25,389,141,234,18,104
"2024","03","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",2691,286,2300,158,391,128,0,0,289,169,349,24,165
"2024","03","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",82,92,28,4,53,79,0,0,0,108,92,NA,21
"2024","03","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",4557,611,3265,324,1268,284,89,142,554,311,615,26,197
"2024","03","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",4569,732,3333,436,1147,292,131,258,1067,367,768,34,169
"2024","03","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",10042,1530,6029,650,3601,855,166,278,1191,985,1659,45,436
"2024","03","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",4777,980,2774,606,1945,370,47,143,588,654,1111,26,250
"2024","03","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",4343,447,2066,144,2273,302,0,0,477,699,514,20,190
"2024","03","3432076","HU da Universidade Federal do Amapá (HU-Unifap)",1245,182,1071,72,174,110,0,0,0,117,182,10,98
"2024","03","3654826","Hospital de Doenças Tropicais (HDT-UFT)",1170,110,1119,104,51,6,0,0,0,38,122,NA,49
"2024","03","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1453,449,959,198,494,242,135,214,0,268,467,5,62
"2024","03","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",4582,835,2649,313,1921,495,64,99,509,606,902,30,240
"2024","03","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",1096,252,1008,161,88,91,0,0,162,102,252,20,72
"2024","03","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",4376,827,2141,416,2235,411,0,0,308,565,903,21,150
"2024","03","6568343","Hospital Universitário de Lagarto (HUL-UFS)",3706,362,2964,232,742,130,0,0,324,166,404,10,119
"2024","04","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",6887,1503,5244,996,1495,490,78,107,645,679,1644,25,307
"2024","04","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",1978,415,1649,240,329,175,0,0,164,225,420,10,137
"2024","04","0003816","HU Professor Edgard Santos (Hupes-UFBA)",5703,684,4553,324,1055,339,0,0,764,491,854,35,286
"2024","04","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",1884,306,1265,128,619,178,87,163,286,194,401,10,81
"2024","04","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",6822,923,4247,541,2536,377,110,195,1209,535,1033,31,198
"2024","04","0010510","HU da Universidade de Brasília (HUB-UnB)",5719,1127,4429,726,1163,382,63,114,572,1423,1219,29,197
"2024","04","0012505","HU Antônio Pedro (HUAP-UFF)",5364,716,3111,391,2111,319,79,147,706,440,794,34,236
"2024","04","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",12615,1502,8385,834,3284,580,65,133,1880,829,1830,79,435
"2024","04","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",5091,896,3769,451,1318,443,162,222,348,530,1016,27,212
"2024","04","2017644","HU Getúlio Vargas (HUGV-UFAM)",2001,361,946,89,1034,265,0,0,242,360,365,30,125
"2024","04","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",14021,1546,7360,684,6408,837,134,227,1434,1252,1747,68,472
"2024","04","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",6225,947,3599,464,2617,481,34,88,721,657,996,49,280
"2024","04","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",3676,616,2501,337,1008,268,0,0,308,595,780,9,137
"2024","04","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",7956,1198,4723,640,3120,548,136,256,851,1541,1282,40,370
"2024","04","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",3177,400,2396,271,781,129,74,145,271,196,459,15,161
"2024","04","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2273,546,1493,287,769,254,24,44,216,321,582,18,158
"2024","04","2332981","HU João de Barros Barreto (HUJBB-UFPA)",4071,357,2741,183,1330,174,0,0,126,361,433,9,212
"2024","04","2338424","HC da Universidade Federal de Goiás (HC-UFG)",4736,711,3003,381,1722,328,36,48,521,385,726,23,276
"2024","04","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",9971,1619,6545,974,3152,593,98,284,1611,972,1815,58,430
"2024","04","2400243","HU Lauro Wanderley (HULW-UFPB)",4172,641,2616,344,1546,295,64,113,531,442,681,24,180
"2024","04","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",3742,604,2515,292,1227,312,175,266,562,402,687,26,144
"2024","04","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",4173,819,2918,470,1255,349,197,327,394,422,886,26,196
"2024","04","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",906,183,736,106,170,77,0,0,0,85,183,NA,47
"2024","04","2561492","HU Walter Cantídio (HUWC-UFC)",4345,486,2589,181,824,204,0,0,268,545,708,15,197
"2024","04","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",4183,531,2612,202,1309,313,0,0,565,406,651,24,237
"2024","04","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",1936,262,1265,116,671,146,29,50,337,160,277,18,104
"2024","04","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",2202,281,1851,164,350,116,0,0,294,137,319,24,165
"2024","04","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",71,91,21,3,45,76,0,0,0,101,91,NA,21
"2024","04","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",2516,342,2008,209,497,131,36,64,430,135,342,26,197
"2024","04","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",3961,654,3011,390,950,264,137,271,626,295,673,34,169
"2024","04","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",8956,1563,5331,664,3291,877,164,282,1142,977,1657,45,436
"2024","04","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",5058,822,2942,474,1971,339,47,121,817,595,964,26,250
"2024","04","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",4440,499,1514,144,2921,352,0,0,561,887,593,20,190
"2024","04","3432076","HU da Universidade Federal do Amapá (HU-Unifap)",1401,206,1162,80,238,125,0,0,0,129,206,10,90
"2024","04","3654826","Hospital de Doenças Tropicais (HDT-UFT)",1052,121,1013,119,39,2,0,0,0,7,129,NA,49
"2024","04","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1048,326,764,179,284,145,68,169,0,161,340,5,62
"2024","04","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",5510,910,3707,403,1781,481,27,52,611,581,976,30,240
"2024","04","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",1060,237,1015,163,45,74,0,0,142,74,237,20,72
"2024","04","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3975,551,1533,308,2442,240,0,0,460,355,619,21,150
"2024","04","6568343","Hospital Universitário de Lagarto (HUL-UFS)",2962,295,2470,185,492,110,0,0,158,145,342,10,119
"2024","05","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",7327,1462,5539,949,1675,502,76,119,632,725,1635,25,307
"2024","05","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",1859,387,1592,255,260,129,0,0,175,192,398,10,137
"2024","05","0003816","HU Professor Edgard Santos (Hupes-UFBA)",7298,757,5970,404,1198,323,0,0,706,500,940,35,286
"2024","05","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",1589,239,1138,126,451,113,71,106,237,127,295,10,81
"2024","05","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",5658,810,3934,488,1721,321,107,176,564,423,880,31,198
"2024","05","0010510","HU da Universidade de Brasília (HUB-UnB)",5459,958,4296,612,1004,328,55,130,941,1322,1051,37,205
"2024","05","0012505","HU Antônio Pedro (HUAP-UFF)",5171,790,3317,440,1702,343,109,196,912,470,881,34,236
"2024","05","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",10165,1220,6968,707,2129,430,45,106,1343,605,1500,79,435
"2024","05","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",4500,677,3428,373,1072,301,128,194,579,347,820,27,212
"2024","05","2017644","HU Getúlio Vargas (HUGV-UFAM)",2151,399,1096,113,1054,285,0,0,182,386,401,30,125
"2024","05","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",11205,1339,6590,612,4375,710,133,226,1074,1014,1490,68,472
"2024","05","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",6354,903,3234,438,3100,463,40,101,1027,623,949,49,295
"2024","05","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",1943,364,1155,138,742,220,0,0,145,453,458,9,137
"2024","05","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",10465,1510,6772,920,3618,581,127,240,1085,1870,1602,40,370
"2024","05","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",2848,274,2114,194,734,80,41,76,410,133,313,15,160
"2024","05","2295415","HU Gaffree e Guinle (HUGG-Unirio)",1939,524,1221,246,667,224,6,10,336,269,561,18,158
"2024","05","2332981","HU João de Barros Barreto (HUJBB-UFPA)",5510,391,4018,231,1492,160,0,0,242,328,464,9,212
"2024","05","2338424","HC da Universidade Federal de Goiás (HC-UFG)",3734,475,2461,300,1268,173,29,35,584,224,491,23,276
"2024","05","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",11571,1585,7200,946,3761,580,87,268,2086,1120,1817,58,430
"2024","05","2400243","HU Lauro Wanderley (HULW-UFPB)",3228,499,2089,292,1133,206,75,122,432,261,529,24,180
"2024","05","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",4085,678,2672,351,1413,327,213,284,813,435,778,26,144
"2024","05","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",4726,828,3598,501,1128,327,209,366,728,379,906,26,196
"2024","05","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",937,165,819,110,118,55,0,0,0,66,167,NA,47
"2024","05","2561492","HU Walter Cantídio (HUWC-UFC)",4094,481,2361,179,975,215,0,0,346,615,728,15,197
"2024","05","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",4645,539,3003,238,1499,289,0,0,660,438,627,24,237
"2024","05","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",1548,264,884,115,664,149,27,41,363,163,274,18,104
"2024","05","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",2797,232,2449,166,347,66,0,0,334,95,302,24,165
"2024","05","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",56,120,1,2,54,103,0,0,0,138,120,NA,21
"2024","05","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",4145,568,2857,297,1271,268,61,99,572,310,568,26,197
"2024","05","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",4372,736,3453,432,919,304,131,276,847,361,780,34,169
"2024","05","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",10046,1473,5956,645,3744,808,147,255,1258,938,1585,45,436
"2024","05","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",3800,686,2410,431,1305,248,41,109,334,464,819,26,252
"2024","05","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",4426,407,1814,139,2612,268,0,0,577,689,468,20,190
"2024","05","3432076","HU da Universidade Federal do Amapá (HU-Unifap)",1653,178,1452,83,201,95,0,0,0,105,178,10,90
"2024","05","3654826","Hospital de Doenças Tropicais (HDT-UFT)",1145,125,1103,112,42,13,0,0,0,15,128,NA,49
"2024","05","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1527,415,1128,213,399,199,101,193,0,217,433,5,62
"2024","05","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",5799,970,3008,300,2785,655,51,64,806,819,1026,30,240
"2024","05","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",918,239,884,186,34,53,0,0,120,57,239,20,72
"2024","05","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",3814,720,1918,357,1896,361,0,0,476,490,801,21,150
"2024","05","6568343","Hospital Universitário de Lagarto (HUL-UFS)",3427,344,3032,251,395,93,0,0,304,169,400,10,138
"2024","06","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",7049,1514,5355,1017,1638,489,67,103,621,674,1650,25,307
"2024","06","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",2528,337,2087,206,433,130,0,0,222,219,353,20,132
"2024","06","0003816","HU Professor Edgard Santos (Hupes-UFBA)",4984,592,4062,315,881,269,0,0,562,417,708,30,279
"2024","06","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",1517,239,1021,89,496,150,68,155,286,166,347,10,81
"2024","06","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",5635,838,3005,409,2627,427,149,256,615,539,901,31,198
"2024","06","0010510","HU da Universidade de Brasília (HUB-UnB)",4411,902,3317,567,1017,312,53,153,594,1133,1008,37,205
"2024","06","0012505","HU Antônio Pedro (HUAP-UFF)",4430,628,2602,334,1749,288,63,128,689,399,694,34,236
"2024","06","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",10900,1505,7908,975,2018,433,67,153,1821,594,1713,79,435
"2024","06","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",4613,671,3357,387,1252,279,88,140,677,331,759,27,212
"2024","06","2017644","HU Getúlio Vargas (HUGV-UFAM)",1995,394,1037,135,956,257,0,0,226,391,407,30,125
"2024","06","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",9731,1116,4664,450,4865,655,104,154,753,951,1281,68,472
"2024","06","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",7395,1050,3719,489,3642,555,39,106,1223,722,1097,49,295
"2024","06","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",4479,632,3060,276,1170,338,0,0,493,605,757,9,137
"2024","06","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",9371,1149,5813,636,3303,499,74,111,1237,1636,1270,40,370
"2024","06","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",2700,294,2077,214,623,80,55,102,326,115,325,15,160
"2024","06","2295415","HU Gaffree e Guinle (HUGG-Unirio)",2936,511,1894,256,966,221,25,67,349,290,577,18,158
"2024","06","2332981","HU João de Barros Barreto (HUJBB-UFPA)",5273,358,4030,206,1243,152,0,0,119,292,449,9,212
"2024","06","2338424","HC da Universidade Federal de Goiás (HC-UFG)",3953,570,2599,370,1354,200,26,35,612,259,590,23,276
"2024","06","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",10331,1651,6633,1016,3228,583,107,302,1870,1139,1861,58,430
"2024","06","2400243","HU Lauro Wanderley (HULW-UFPB)",3738,576,2309,306,1426,269,71,115,523,560,607,24,180
"2024","06","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",3191,588,1956,272,1235,316,188,285,377,389,657,26,144
"2024","06","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",5237,919,3957,530,1278,388,217,375,759,451,1012,26,196
"2024","06","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",875,183,671,94,204,89,0,0,0,96,185,NA,47
"2024","06","2561492","HU Walter Cantídio (HUWC-UFC)",4726,475,3170,232,632,135,0,0,333,485,757,15,197
"2024","06","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",5160,665,3217,279,1453,351,0,0,636,434,766,24,237
"2024","06","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",2255,330,1494,175,761,155,59,99,410,164,340,18,104
"2024","06","2676060","Hospital Universitário Alcides Carneiro (HUAC-UFCG)",2458,235,2290,162,161,72,0,0,551,104,284,24,165
"2024","06","2694751","HU Bettina Ferro de Souza (HUBFS-UFPA)",45,79,7,2,34,67,0,0,0,79,79,NA,21
"2024","06","2707675","HU Dr. Miguel Riet Correa Junior (HU-Furg)",3481,513,2344,249,1134,263,69,105,494,302,513,26,197
"2024","06","2710935","HU da Univ. Federal da Grande Dourados (HU-UFGD)",4938,868,3661,511,1271,356,162,350,776,440,907,34,169
"2024","06","2726653","HU da Universidade Federal do Maranhão (HU-UFMA)",9954,1526,5593,684,3921,819,142,252,1196,998,1652,45,436
"2024","06","3157245","HU da Univ. Federal de Santa Catarina (HU-UFSC)",5066,840,3230,514,1687,315,51,150,610,623,1015,26,252
"2024","06","3285391","HU da Universidade Federal do Piauí (HU-UFPI)",4310,425,1404,134,2906,291,0,0,628,614,480,20,190
"2024","06","3432076","HU da Universidade Federal do Amapá (HU-Unifap)",1815,194,1609,88,206,106,0,0,0,108,194,10,90
"2024","06","3654826","Hospital de Doenças Tropicais (HDT-UFT)",1181,116,1125,108,56,8,0,0,0,23,131,NA,49
"2024","06","4014111","Hospital Universitário Ana Bezerra (Huab-UFRN)",1211,396,797,182,414,214,116,180,11,243,406,5,62
"2024","06","4044916","HU Cassiano Antônio Moraes (Hucam-UFES)",5401,955,2525,335,2857,605,87,116,744,751,1028,30,240
"2024","06","5586348","HU da Univ. Federal de São Carlos (HU-Ufscar)",893,210,862,150,31,60,0,0,203,62,210,20,72
"2024","06","6042414","HU da Univ. Fed. Vale do São Francisco (HU-Univasf)",4430,748,1759,336,2670,411,0,0,579,623,866,21,150
"2024","06","6568343","Hospital Universitário de Lagarto (HUL-UFS)",2892,325,2613,264,279,61,0,0,200,90,352,10,138
"2024","07","0000396","HC da Univ. Federal de Pernambuco (HC-UFPE)",6918,1595,4768,1023,1984,550,98,138,584,752,1747,25,307
"2024","07","0002534","HU da Universidade Federal de Sergipe (HU-UFS)",2819,509,2361,343,458,166,0,0,234,291,524,20,132
"2024","07","0003816","HU Professor Edgard Santos (Hupes-UFBA)",7534,867,5751,383,1579,450,0,0,1154,672,1060,30,279
"2024","07","0004731","Maternidade Climério de Oliveira (MCO-UFBA)",2202,382,1392,166,810,216,112,230,267,236,505,10,81
"2024","07","0009709","HU Maria Aparecida Pedrossian (Humap-UFMS)",6756,890,4560,551,2190,336,64,135,898,477,949,31,198
"2024","07","0010510","HU da Universidade de Brasília (HUB-UnB)",5333,846,4144,506,1049,325,70,147,862,1253,951,37,219
"2024","07","0012505","HU Antônio Pedro (HUAP-UFF)",5792,916,3221,419,2515,492,112,204,867,642,1026,34,236
"2024","07","0027049","HC da Univ. Federal de Minas Gerais (HC-UFMG)",13022,1677,9133,996,2858,576,81,168,2120,853,2020,79,435
"2024","07","2006197","HU Professor Alberto Antunes (HUPAA-UFAL)",4090,631,3206,330,883,290,67,98,500,333,733,27,212
"2024","07","2017644","HU Getúlio Vargas (HUGV-UFAM)",2711,506,1176,119,1505,378,0,0,307,490,516,30,125
"2024","07","2146355","Hospital de Clínicas de Uberlândia (HC-UFU)",12534,1555,6975,678,5408,860,132,205,1499,1230,1713,68,472
"2024","07","2206595","HC da Univ. Feder. do Triângulo Mineiro (HC-UFTM)",7614,1045,4514,550,3054,489,53,112,987,643,1093,49,295
"2024","07","2218798","HU da Univ. Federal de Juiz de Fora (HU-UFJF)",3552,532,2495,243,855,279,0,0,273,497,650,9,137
"2024","07","2244306","HU da Univ. Federal de Santa Maria (HUSM-UFSM)",8795,1270,5538,756,3153,504,49,104,860,1643,1352,40,370
"2024","07","2252694","HE da Univ. Federal de Pelotas (HE-UFPel)",3597,399,2866,280,716,118,67,132,394,175,444,15,160
"2024","07","2295415","HU Gaffree e Guinle (HUGG-Unirio)",3055,538,2037,221,984,288,15,37,465,353,603,18,158
"2024","07","2332981","HU João de Barros Barreto (HUJBB-UFPA)",4613,338,3414,182,1199,156,0,0,183,287,403,9,212
"2024","07","2338424","HC da Universidade Federal de Goiás (HC-UFG)",5557,765,3199,389,2358,376,40,47,767,480,795,23,276
"2024","07","2384299","Complexo do HC da Univ.Fed. do Paraná (CHC-UFPR)",10920,1595,7219,932,3303,615,120,312,1868,1092,1862,58,421
"2024","07","2400243","HU Lauro Wanderley (HULW-UFPB)",3600,568,2254,302,1346,266,84,128,420,398,587,24,180
"2024","07","2409208","Maternidade Escola Januário Cicco (Mejc-UFRN)",4450,748,2906,323,1514,425,187,293,871,516,876,26,144
"2024","07","2481286","Maternidade Escola Assis Chateaubriand (Meac-UFC)",5229,961,3639,517,1590,444,280,422,642,541,1046,26,196
"2024","07","2504502","HU Júlio Maria Bandeira de Mello (HUJB-UFCG)",1078,198,837,102,241,96,0,0,0,106,200,NA,48
"2024","07","2561492","HU Walter Cantídio (HUWC-UFC)",4535,569,2884,242,884,219,0,0,374,558,790,15,197
"2024","07","2653982","Hospital Universitário Onofre Lopes (Huol-UFRN)",3790,548,2203,204,1373,324,1,1,621,430,642,24,237
"2024","07","2655411","Hospital Universitário Júlio Muller (HUJM-UFMT)",2305,334,1671,181,629,152,47,72,484,157,343,18,104
