"ANO_CMPT","MES_CMPT","CODUFMUN","CNES","TP_LEITO","CODLEITO","QT_EXIST"
"2020","09","240810","2653982","Pediátrico","68",3
"2020","09","241120","4014111","Complementar","81",5
"2020","09","241120","4014111","Pediátrico","45",8
"2020","09","241120","4014111","Clínico","41",3
"2020","09","241120","4014111","Obstétrico","10",11
"2020","09","241120","4014111","Complementar","92",5
"2020","09","241120","4014111","Cirúrgico","06",8
"2020","09","241120","4014111","Pediátrico","68",2
"2020","09","241120","4014111","Clínico","33",3
"2020","09","241120","4014111","Obstétrico","43",22
"2021","06","221100","3285391","Clínico","33",18
"2021","06","221100","3285391","Cirúrgico","06",10
"2021","06","221100","3285391","Cirúrgico","08",5
"2021","06","221100","3285391","Cirúrgico","09",9
"2021","06","221100","3285391","Cirúrgico","11",1
"2021","06","221100","3285391","Cirúrgico","12",5
"2021","06","221100","3285391","Cirúrgico","03",34
"2021","06","221100","3285391","Cirúrgico","05",4
"2021","06","221100","3285391","Cirúrgico","01",2
"2021","06","221100","3285391","Cirúrgico","02",14
"2021","06","221100","3285391","Clínico","32",12
"2021","06","221100","3285391","Clínico","38",5
"2021","06","221100","3285391","Clínico","40",3
"2021","06","221100","3285391","Clínico","42",6
"2021","06","221100","3285391","Clínico","44",20
"2021","06","221100","3285391","Clínico","46",5
"2021","06","221100","3285391","Outras Especialidades","47",1
"2021","06","221100","3285391","Complementar","51",30
"2021","06","221100","3285391","Complementar","66",3
"2021","06","221100","3285391","Complementar","75",15
"2021","06","221100","3285391","Complementar","95",8
"2021","06","221100","3285391","Cirúrgico","13",16
"2021","06","221100","3285391","Cirúrgico","15",2
"2021","07","221100","3285391","Cirúrgico","12",5
"2021","07","221100","3285391","Cirúrgico","01",2
"2021","07","221100","3285391","Cirúrgico","02",14
"2021","07","221100","3285391","Cirúrgico","03",34
"2021","07","221100","3285391","Cirúrgico","05",4
"2021","07","221100","3285391","Cirúrgico","11",1
"2021","07","221100","3285391","Clínico","38",5
"2021","07","221100","3285391","Clínico","40",3
"2021","07","221100","3285391","Clínico","42",6
"2021","07","221100","3285391","Clínico","44",20
"2021","07","221100","3285391","Clínico","46",5
"2021","07","221100","3285391","Outras Especialidades","47",1
"2021","07","221100","3285391","Complementar","51",30
"2021","07","221100","3285391","Complementar","66",3
"2021","07","221100","3285391","Complementar","75",15
"2021","07","221100","3285391","Complementar","95",8
"2021","07","221100","3285391","Cirúrgico","13",16
"2021","07","221100","3285391","Cirúrgico","15",2
"2021","07","221100","3285391","Clínico","32",12
"2021","07","221100","3285391","Clínico","33",18
"2021","07","221100","3285391","Cirúrgico","06",10
"2021","07","221100","3285391","Cirúrgico","08",5
"2021","07","221100","3285391","Cirúrgico","09",9
"2020","11","240810","2409208","Obstétrico","43",28
"2020","11","240810","2409208","Clínico","33",4
"2020","11","240810","2409208","Obstétrico","10",33
"2020","11","240810","2409208","Complementar","93",10
"2020","11","240810","2409208","Complementar","75",6
"2020","11","240810","2409208","Complementar","81",20
"2020","11","240810","2409208","Pediátrico","45",5
"2020","11","240810","2409208","Cirúrgico","06",16
"2020","11","240810","2409208","Complementar","92",5
"2020","11","240810","2653982","Complementar","66",8
"2020","11","240810","2653982","Pediátrico","45",27
"2020","11","240810","2653982","Clínico","44",15
"2020","11","240810","2653982","Cirúrgico","03",70
"2020","11","240810","2653982","Clínico","87",6
"2020","11","240810","2653982","Complementar","78",5
"2020","11","240810","2653982","Cirúrgico","12",15
"2020","11","240810","2653982","Pediátrico","68",3
"2020","11","240810","2653982","Complementar","76",19
"2020","11","240810","2653982","Clínico","33",67
"2020","11","241120","4014111","Complementar","92",5
"2020","11","241120","4014111","Complementar","81",5
"2020","11","241120","4014111","Pediátrico","68",2
"2020","11","241120","4014111","Pediátrico","45",8
"2020","11","241120","4014111","Clínico","33",3
"2020","11","241120","4014111","Obstétrico","10",11
"2020","11","241120","4014111","Cirúrgico","06",8
"2020","11","241120","4014111","Obstétrico","43",22
"2020","11","241120","4014111","Clínico","41",3
"2023","09","240810","2409208","Complementar","92",5
"2023","09","240810","2409208","Complementar","93",15
"2023","09","240810","2409208","Complementar","75",6
"2023","09","240810","2409208","Clínico","33",1
"2023","09","240810","2409208","Complementar","81",20
"2023","09","240810","2409208","Pediátrico","45",5
"2023","09","240810","2409208","Obstétrico","10",43
"2023","09","240810","2409208","Cirúrgico","06",16
"2023","09","240810","2409208","Obstétrico","43",33
"2023","09","240810","2653982","Pediátrico","68",3
"2023","09","240810","2653982","Complementar","66",7
"2023","09","240810","2653982","Pediátrico","45",27
"2023","09","240810","2653982","Cirúrgico","03",71
"2023","09","240810","2653982","Clínico","44",15
"2023","09","240810","2653982","Clínico","33",69
"2023","09","240810","2653982","Complementar","76",19
"2023","09","240810","2653982","Complementar","78",5
"2023","09","240810","2653982","Clínico","87",6
"2023","09","240810","2653982","Cirúrgico","12",15
"2023","09","241120","4014111","Complementar","93",2
"2023","09","241120","4014111","Complementar","92",5
"2023","09","241120","4014111","Complementar","81",5
"2023","09","241120","4014111","Pediátrico","68",2
"2023","09","241120","4014111","Cirúrgico","06",8
"2023","09","241120","4014111","Obstétrico","43",21
"2023","09","241120","4014111","Clínico","41",2
"2023","09","241120","4014111","Clínico","33",2
"2023","09","241120","4014111","Obstétrico","10",11
"2023","09","241120","4014111","Pediátrico","45",4
"2020","07","250370","2504502","Clínico","33",5
"2020","07","250370","2504502","Complementar","51",5
"2020","07","250370","2504502","Cirúrgico","03",2
"2020","07","250370","2504502","Complementar","52",1
"2020","07","250370","2504502","Pediátrico","45",10
"2020","07","250370","2504502","Pediátrico","68",2
"2020","07","250400","2676060","Complementar","80",4
"2020","07","250400","2676060","Complementar","77",5
"2020","07","250400","2676060","Complementar","75",10
"2020","07","250400","2676060","Pediátrico","68",3
"2020","07","250400","2676060","Complementar","51",12
"2020","07","250400","2676060","Clínico","46",8
"2020","07","250400","2676060","Pediátrico","45",30
"2020","07","250400","2676060","Clínico","44",19
"2020","07","250400","2676060","Cirúrgico","03",29
"2020","07","250400","2676060","Clínico","33",50
"2020","07","250400","2676060","Clínico","31",7
"2020","07","250750","2400243","Complementar","92",6
"2020","07","250750","2400243","Complementar","93",3
"2020","07","250750","2400243","Cirúrgico","06",1
"2020","07","250750","2400243","Obstétrico","10",30
"2020","07","250750","2400243","Cirúrgico","16",1
"2020","07","250750","2400243","Clínico","31",1
"2020","07","250750","2400243","Clínico","33",58
"2020","07","250750","2400243","Clínico","35",2
"2020","07","250750","2400243","Clínico","38",4
"2020","07","250750","2400243","Clínico","40",2
"2020","07","250750","2400243","Clínico","42",5
"2020","07","250750","2400243","Obstétrico","43",12
"2020","07","250750","2400243","Pediátrico","45",16
"2020","07","250750","2400243","Clínico","46",8
"2020","07","250750","2400243","Complementar","66",10
"2020","07","250750","2400243","Complementar","76",14
"2020","07","250750","2400243","Complementar","79",4
"2020","07","250750","2400243","Complementar","81",6
"2020","07","250750","2400243","Cirúrgico","03",5
"2020","07","250750","2400243","Cirúrgico","05",2
"2020","08","240810","2409208","Pediátrico","45",5
"2020","08","240810","2409208","Obstétrico","43",28
"2020","08","240810","2409208","Complementar","93",10
"2020","08","240810","2409208","Complementar","92",5
"2020","08","240810","2409208","Complementar","81",20
"2020","08","240810","2409208","Cirúrgico","06",16
"2020","08","240810","2409208","Clínico","33",4
"2020","08","240810","2409208","Complementar","75",6
"2020","08","240810","2409208","Obstétrico","10",33
"2020","08","240810","2653982","Cirúrgico","12",15
"2020","08","240810","2653982","Cirúrgico","03",70
"2020","08","240810","2653982","Clínico","44",15
"2020","08","240810","2653982","Pediátrico","45",27
"2020","08","240810","2653982","Complementar","66",8
"2020","08","240810","2653982","Pediátrico","68",3
"2020","08","240810","2653982","Complementar","76",19
"2020","08","240810","2653982","Complementar","78",5
"2020","08","240810","2653982","Clínico","87",6
"2020","08","240810","2653982","Clínico","33",67
"2020","08","241120","4014111","Complementar","92",5
"2020","08","241120","4014111","Complementar","81",5
"2020","08","241120","4014111","Pediátrico","68",2
"2020","08","241120","4014111","Pediátrico","45",8
"2020","08","241120","4014111","Clínico","33",2
"2020","08","241120","4014111","Obstétrico","10",13
"2020","08","241120","4014111","Obstétrico","43",26
"2020","08","241120","4014111","Cirúrgico","06",3
"2020","08","241120","4014111","Clínico","41",3
"2020","10","221100","3285391","Cirúrgico","05",4
"2020","10","221100","3285391","Cirúrgico","03",34
"2020","10","221100","3285391","Cirúrgico","01",2
"2020","10","221100","3285391","Cirúrgico","02",14
"2020","10","221100","3285391","Cirúrgico","13",16
"2020","10","221100","3285391","Cirúrgico","15",2
"2020","10","221100","3285391","Clínico","32",12
"2020","10","221100","3285391","Clínico","33",18
"2020","10","221100","3285391","Clínico","38",5
"2020","10","221100","3285391","Clínico","40",3
"2020","10","221100","3285391","Clínico","42",6
"2020","10","221100","3285391","Clínico","44",20
"2020","10","221100","3285391","Clínico","46",5
"2020","10","221100","3285391","Outras Especialidades","47",1
"2020","10","221100","3285391","Complementar","51",30
"2020","10","221100","3285391","Complementar","66",3
"2020","10","221100","3285391","Complementar","75",15
"2020","10","221100","3285391","Cirúrgico","06",10
"2020","10","221100","3285391","Cirúrgico","08",5
"2020","10","221100","3285391","Cirúrgico","09",9
"2020","10","221100","3285391","Cirúrgico","11",1
"2020","10","221100","3285391","Cirúrgico","12",5
"2021","04","221100","3285391","Cirúrgico","03",34
"2021","04","221100","3285391","Clínico","33",18
"2021","04","221100","3285391","Clínico","38",5
"2021","04","221100","3285391","Clínico","40",3
"2021","04","221100","3285391","Clínico","42",6
"2021","04","221100","3285391","Clínico","44",20
"2021","04","221100","3285391","Clínico","46",5
"2021","04","221100","3285391","Outras Especialidades","47",1
"2021","04","221100","3285391","Complementar","51",30
"2021","04","221100","3285391","Complementar","66",3
"2021","04","221100","3285391","Complementar","75",15
"2021","04","221100","3285391","Complementar","95",8
"2021","04","221100","3285391","Cirúrgico","13",16
"2021","04","221100","3285391","Cirúrgico","15",2
"2021","04","221100","3285391","Clínico","32",12
"2021","04","221100","3285391","Cirúrgico","05",4
"2021","04","221100","3285391","Cirúrgico","06",10
"2021","04","221100","3285391","Cirúrgico","08",5
"2021","04","221100","3285391","Cirúrgico","09",9
"2021","04","221100","3285391","Cirúrgico","11",1
"2021","04","221100","3285391","Cirúrgico","12",5
"2021","04","221100","3285391","Cirúrgico","01",2
"2021","04","221100","3285391","Cirúrgico","02",14
"2021","02","221100","3285391","Cirúrgico","09",9
"2021","02","221100","3285391","Cirúrgico","03",34
"2021","02","221100","3285391","Cirúrgico","01",2
"2021","02","221100","3285391","Cirúrgico","02",14
"2021","02","221100","3285391","Cirúrgico","08",5
"2021","02","221100","3285391","Clínico","33",18
"2021","02","221100","3285391","Clínico","38",5
"2021","02","221100","3285391","Clínico","40",3
"2021","02","221100","3285391","Clínico","42",6
"2021","02","221100","3285391","Clínico","44",20
"2021","02","221100","3285391","Clínico","46",5
"2021","02","221100","3285391","Outras Especialidades","47",1
"2021","02","221100","3285391","Complementar","51",30
"2021","02","221100","3285391","Complementar","66",3
"2021","02","221100","3285391","Complementar","75",15
"2021","02","221100","3285391","Complementar","95",8
"2021","02","221100","3285391","Cirúrgico","11",1
"2021","02","221100","3285391","Cirúrgico","12",5
"2021","02","221100","3285391","Cirúrgico","13",16
"2021","02","221100","3285391","Cirúrgico","15",2
"2021","02","221100","3285391","Clínico","32",12
"2021","02","221100","3285391","Cirúrgico","05",4
"2021","02","221100","3285391","Cirúrgico","06",10
"2021","05","221100","3285391","Cirúrgico","05",4
"2021","05","221100","3285391","Cirúrgico","06",10
"2021","05","221100","3285391","Cirúrgico","08",5
"2021","05","221100","3285391","Cirúrgico","09",9
"2021","05","221100","3285391","Cirúrgico","01",2
"2021","05","221100","3285391","Cirúrgico","02",14
"2021","05","221100","3285391","Cirúrgico","03",34
"2021","05","221100","3285391","Clínico","38",5
"2021","05","221100","3285391","Clínico","40",3
"2021","05","221100","3285391","Clínico","42",6
"2021","05","221100","3285391","Clínico","44",20
"2021","05","221100","3285391","Clínico","46",5
"2021","05","221100","3285391","Outras Especialidades","47",1
"2021","05","221100","3285391","Complementar","51",30
"2021","05","221100","3285391","Complementar","66",3
"2021","05","221100","3285391","Complementar","75",15
"2021","05","221100","3285391","Complementar","95",8
"2021","05","221100","3285391","Cirúrgico","15",2
"2021","05","221100","3285391","Clínico","32",12
"2021","05","221100","3285391","Clínico","33",18
"2021","05","221100","3285391","Cirúrgico","11",1
"2021","05","221100","3285391","Cirúrgico","12",5
"2021","05","221100","3285391","Cirúrgico","13",16
"2020","12","221100","3285391","Cirúrgico","03",34
"2020","12","221100","3285391","Cirúrgico","15",2
"2020","12","221100","3285391","Clínico","32",12
"2020","12","221100","3285391","Cirúrgico","05",4
"2020","12","221100","3285391","Cirúrgico","06",10
"2020","12","221100","3285391","Cirúrgico","08",5
"2020","12","221100","3285391","Cirúrgico","09",9
"2020","12","221100","3285391","Cirúrgico","01",2
"2020","12","221100","3285391","Cirúrgico","02",14
"2020","12","221100","3285391","Clínico","33",18
"2020","12","221100","3285391","Clínico","38",5
"2020","12","221100","3285391","Clínico","40",3
"2020","12","221100","3285391","Clínico","42",6
"2020","12","221100","3285391","Clínico","44",20
"2020","12","221100","3285391","Clínico","46",5
"2020","12","221100","3285391","Outras Especialidades","47",1
"2020","12","221100","3285391","Complementar","51",10
"2020","12","221100","3285391","Complementar","66",3
"2020","12","221100","3285391","Complementar","75",15
"2020","12","221100","3285391","Complementar","95",8
"2020","12","221100","3285391","Cirúrgico","11",1
"2020","12","221100","3285391","Cirúrgico","12",5
"2020","12","221100","3285391","Cirúrgico","13",16
"2020","11","221100","3285391","Cirúrgico","05",4
"2020","11","221100","3285391","Cirúrgico","01",2
"2020","11","221100","3285391","Cirúrgico","02",14
"2020","11","221100","3285391","Cirúrgico","15",2
"2020","11","221100","3285391","Clínico","32",12
"2020","11","221100","3285391","Cirúrgico","06",10
"2020","11","221100","3285391","Cirúrgico","08",5
"2020","11","221100","3285391","Cirúrgico","09",9
"2020","11","221100","3285391","Cirúrgico","11",1
"2020","11","221100","3285391","Cirúrgico","12",5
"2020","11","221100","3285391","Cirúrgico","03",34
"2020","11","221100","3285391","Clínico","33",18
"2020","11","221100","3285391","Clínico","38",5
"2020","11","221100","3285391","Clínico","40",3
"2020","11","221100","3285391","Clínico","42",6
"2020","11","221100","3285391","Clínico","44",20
"2020","11","221100","3285391","Clínico","46",5
"2020","11","221100","3285391","Outras Especialidades","47",1
"2020","11","221100","3285391","Complementar","51",10
"2020","11","221100","3285391","Complementar","66",3
"2020","11","221100","3285391","Complementar","75",15
"2020","11","221100","3285391","Complementar","95",8
"2020","11","221100","3285391","Cirúrgico","13",16
"2021","03","221100","3285391","Clínico","44",20
"2021","03","221100","3285391","Clínico","46",5
"2021","03","221100","3285391","Clínico","40",3
"2021","03","221100","3285391","Clínico","38",5
"2021","03","221100","3285391","Clínico","33",18
"2021","03","221100","3285391","Clínico","32",12
"2021","03","221100","3285391","Cirúrgico","15",2
"2021","03","221100","3285391","Cirúrgico","02",14
"2021","03","221100","3285391","Cirúrgico","12",5
"2021","03","221100","3285391","Cirúrgico","05",4
"2021","03","221100","3285391","Cirúrgico","01",2
"2021","03","221100","3285391","Cirúrgico","08",5
"2021","03","221100","3285391","Cirúrgico","11",1
"2021","03","221100","3285391","Complementar","95",8
"2021","03","221100","3285391","Cirúrgico","03",34
"2021","03","221100","3285391","Cirúrgico","06",10
"2021","03","221100","3285391","Cirúrgico","13",16
"2021","03","221100","3285391","Cirúrgico","09",9
"2021","03","221100","3285391","Complementar","66",3
"2021","03","221100","3285391","Complementar","51",30
"2021","03","221100","3285391","Clínico","42",6
"2021","03","221100","3285391","Complementar","75",15
"2021","03","221100","3285391","Outras Especialidades","47",1
"2020","03","250370","2504502","Cirúrgico","03",15
"2020","03","250370","2504502","Pediátrico","68",3
"2020","03","250370","2504502","Pediátrico","45",12
"2020","03","250400","2676060","Clínico","44",19
"2020","03","250400","2676060","Complementar","75",10
"2020","03","250400","2676060","Complementar","80",4
"2020","03","250400","2676060","Pediátrico","45",30
"2020","03","250400","2676060","Pediátrico","68",3
"2020","03","250400","2676060","Complementar","77",5
"2020","03","250400","2676060","Cirúrgico","03",29
"2020","03","250400","2676060","Clínico","33",50
"2020","03","250400","2676060","Clínico","46",8
"2020","03","250400","2676060","Clínico","31",7
"2020","03","250750","2400243","Clínico","40",2
"2020","03","250750","2400243","Clínico","42",5
"2020","03","250750","2400243","Clínico","46",8
"2020","03","250750","2400243","Complementar","93",2
"2020","03","250750","2400243","Complementar","79",4
"2020","03","250750","2400243","Pediátrico","68",4
"2020","03","250750","2400243","Obstétrico","43",10
"2020","03","250750","2400243","Cirúrgico","04",4
"2020","03","250750","2400243","Clínico","31",1
"2020","03","250750","2400243","Complementar","78",4
"2020","03","250750","2400243","Complementar","81",6
"2020","03","250750","2400243","Clínico","38",4
"2020","03","250750","2400243","Complementar","75",14
"2020","03","250750","2400243","Complementar","92",6
"2020","03","250750","2400243","Clínico","33",53
"2020","03","250750","2400243","Cirúrgico","16",2
"2020","03","250750","2400243","Cirúrgico","14",2
"2020","03","250750","2400243","Cirúrgico","08",2
"2020","03","250750","2400243","Cirúrgico","06",10
"2020","03","250750","2400243","Cirúrgico","03",10
"2020","03","250750","2400243","Complementar","76",14
"2020","03","250750","2400243","Complementar","66",10
"2020","03","250750","2400243","Pediátrico","45",20
"2020","03","250750","2400243","Clínico","35",2
"2020","03","250750","2400243","Clínico","32",4
"2020","03","250750","2400243","Cirúrgico","15",2
"2020","03","250750","2400243","Obstétrico","10",20
"2020","03","250750","2400243","Cirúrgico","01",2
"2020","03","250750","2400243","Cirúrgico","05",2
"2020","09","221100","3285391","Cirúrgico","02",11
"2020","09","221100","3285391","Clínico","35",2
"2020","09","221100","3285391","Clínico","38",4
"2020","09","221100","3285391","Clínico","40",4
"2020","09","221100","3285391","Clínico","46",4
"2020","09","221100","3285391","Outras Especialidades","47",1
"2020","09","221100","3285391","Complementar","51",30
"2020","09","221100","3285391","Cirúrgico","03",35
"2020","09","221100","3285391","Cirúrgico","06",10
"2020","09","221100","3285391","Cirúrgico","13",15
"2020","09","221100","3285391","Cirúrgico","14",1
"2020","09","221100","3285391","Cirúrgico","01",4
"2020","09","221100","3285391","Cirúrgico","08",2
"2020","09","221100","3285391","Cirúrgico","11",2
"2020","09","221100","3285391","Clínico","32",16
"2020","09","221100","3285391","Clínico","33",26
"2020","09","221100","3285391","Cirúrgico","15",2
"2020","09","221100","3285391","Complementar","66",7
"2020","09","221100","3285391","Complementar","75",15
"2020","09","221100","3285391","Cirúrgico","09",4
"2020","09","221100","3285391","Clínico","44",19
"2020","09","221100","3285391","Clínico","42",8
"2020","06","250370","2504502","Complementar","51",5
"2020","06","250370","2504502","Cirúrgico","03",2
"2020","06","250370","2504502","Complementar","52",1
"2020","06","250370","2504502","Pediátrico","45",10
"2020","06","250370","2504502","Clínico","33",5
"2020","06","250370","2504502","Pediátrico","68",2
"2020","06","250400","2676060","Clínico","44",19
"2020","06","250400","2676060","Pediátrico","45",30
"2020","06","250400","2676060","Clínico","46",8
"2020","06","250400","2676060","Complementar","51",12
"2020","06","250400","2676060","Clínico","33",50
"2020","06","250400","2676060","Pediátrico","68",3
"2020","06","250400","2676060","Cirúrgico","03",29
"2020","06","250400","2676060","Clínico","31",7
"2020","06","250400","2676060","Complementar","80",4
"2020","06","250400","2676060","Complementar","75",10
"2020","06","250400","2676060","Complementar","77",5
"2020","06","250750","2400243","Clínico","35",2
"2020","06","250750","2400243","Clínico","33",58
"2020","06","250750","2400243","Complementar","93",3
"2020","06","250750","2400243","Complementar","92",6
"2020","06","250750","2400243","Complementar","81",6
"2020","06","250750","2400243","Complementar","79",4
"2020","06","250750","2400243","Complementar","76",14
"2020","06","250750","2400243","Cirúrgico","03",5
"2020","06","250750","2400243","Cirúrgico","06",1
"2020","06","250750","2400243","Cirúrgico","05",2
"2020","06","250750","2400243","Obstétrico","10",30
"2020","06","250750","2400243","Clínico","38",4
"2020","06","250750","2400243","Clínico","31",1
"2020","06","250750","2400243","Cirúrgico","16",1
"2020","06","250750","2400243","Complementar","66",10
"2020","06","250750","2400243","Clínico","46",8
"2020","06","250750","2400243","Pediátrico","45",16
"2020","06","250750","2400243","Obstétrico","43",12
"2020","06","250750","2400243","Clínico","42",5
"2020","06","250750","2400243","Clínico","40",2
"2022","06","221100","3285391","Cirúrgico","03",22
"2022","06","221100","3285391","Cirúrgico","02",15
"2022","06","221100","3285391","Cirúrgico","01",2
"2022","06","221100","3285391","Cirúrgico","09",11
"2022","06","221100","3285391","Cirúrgico","08",2
"2022","06","221100","3285391","Cirúrgico","06",7
"2022","06","221100","3285391","Cirúrgico","05",6
"2022","06","221100","3285391","Cirúrgico","15",1
"2022","06","221100","3285391","Cirúrgico","14",1
"2022","06","221100","3285391","Cirúrgico","13",10
"2022","06","221100","3285391","Cirúrgico","12",5
"2022","06","221100","3285391","Cirúrgico","11",2
"2022","06","221100","3285391","Clínico","40",2
"2022","06","221100","3285391","Clínico","38",2
"2022","06","221100","3285391","Clínico","42",4
"2022","06","221100","3285391","Clínico","44",25
"2022","06","221100","3285391","Clínico","46",2
"2022","06","221100","3285391","Outras Especialidades","47",1
"2022","06","221100","3285391","Complementar","66",4
"2022","06","221100","3285391","Complementar","75",25
"2022","06","221100","3285391","Complementar","95",8
"2022","06","221100","3285391","Clínico","32",12
"2022","06","221100","3285391","Clínico","33",27
"2022","06","221100","3285391","Clínico","35",2
"2021","01","221100","3285391","Cirúrgico","03",34
"2021","01","221100","3285391","Cirúrgico","05",4
"2021","01","221100","3285391","Cirúrgico","01",2
"2021","01","221100","3285391","Cirúrgico","02",14
"2021","01","221100","3285391","Clínico","32",12
"2021","01","221100","3285391","Clínico","33",18
"2021","01","221100","3285391","Clínico","38",5
"2021","01","221100","3285391","Cirúrgico","06",10
"2021","01","221100","3285391","Cirúrgico","08",5
"2021","01","221100","3285391","Cirúrgico","09",9
"2021","01","221100","3285391","Cirúrgico","11",1
"2021","01","221100","3285391","Cirúrgico","12",5
"2021","01","221100","3285391","Cirúrgico","13",16
"2021","01","221100","3285391","Clínico","40",3
"2021","01","221100","3285391","Clínico","42",6
"2021","01","221100","3285391","Clínico","44",20
"2021","01","221100","3285391","Clínico","46",5
"2021","01","221100","3285391","Outras Especialidades","47",1
"2021","01","221100","3285391","Complementar","51",10
"2021","01","221100","3285391","Complementar","66",3
"2021","01","221100","3285391","Complementar","75",15
"2021","01","221100","3285391","Complementar","95",8
"2021","01","221100","3285391","Cirúrgico","15",2
"2020","07","240810","2409208","Complementar","81",20
"2020","07","240810","2409208","Complementar","93",10
"2020","07","240810","2409208","Obstétrico","10",40
"2020","07","240810","2409208","Pediátrico","45",5
"2020","07","240810","2409208","Complementar","75",6
"2020","07","240810","2409208","Clínico","33",4
"2020","07","240810","2409208","Complementar","92",5
"2020","07","240810","2409208","Cirúrgico","06",16
"2020","07","240810","2409208","Obstétrico","43",22
"2020","07","240810","2653982","Cirúrgico","12",15
"2020","07","240810","2653982","Complementar","66",8
"2020","07","240810","2653982","Cirúrgico","03",70
"2020","07","240810","2653982","Complementar","76",19
"2020","07","240810","2653982","Clínico","87",6
"2020","07","240810","2653982","Pediátrico","68",3
"2020","07","240810","2653982","Pediátrico","45",27
"2020","07","240810","2653982","Clínico","33",67
"2020","07","240810","2653982","Clínico","44",15
"2020","07","240810","2653982","Complementar","78",5
"2020","07","241120","4014111","Clínico","41",3
"2020","07","241120","4014111","Complementar","92",5
"2020","07","241120","4014111","Complementar","81",5
"2020","07","241120","4014111","Pediátrico","68",2
"2020","07","241120","4014111","Clínico","33",2
"2020","07","241120","4014111","Obstétrico","10",13
"2020","07","241120","4014111","Cirúrgico","06",3
"2020","07","241120","4014111","Obstétrico","43",26
"2020","07","241120","4014111","Pediátrico","45",8
"2020","07","221100","3285391","Clínico","35",2
"2020","07","221100","3285391","Cirúrgico","03",35
"2020","07","221100","3285391","Clínico","32",16
"2020","07","221100","3285391","Cirúrgico","01",4
"2020","07","221100","3285391","Cirúrgico","02",11
"2020","07","221100","3285391","Clínico","33",26
"2020","07","221100","3285391","Cirúrgico","06",10
"2020","07","221100","3285391","Cirúrgico","08",2
"2020","07","221100","3285391","Cirúrgico","09",4
"2020","07","221100","3285391","Cirúrgico","11",2
"2020","07","221100","3285391","Cirúrgico","13",15
"2020","07","221100","3285391","Cirúrgico","14",1
"2020","07","221100","3285391","Clínico","38",4
"2020","07","221100","3285391","Clínico","40",4
"2020","07","221100","3285391","Cirúrgico","15",2
"2020","07","221100","3285391","Clínico","42",8
"2020","07","221100","3285391","Clínico","44",19
"2020","07","221100","3285391","Clínico","46",4
"2020","07","221100","3285391","Outras Especialidades","47",1
"2020","07","221100","3285391","Complementar","51",30
"2020","07","221100","3285391","Complementar","66",7
"2020","07","221100","3285391","Complementar","75",15
"2020","04","250370","2504502","Cirúrgico","03",7
"2020","04","250370","2504502","Pediátrico","68",3
"2020","04","250370","2504502","Complementar","52",2
"2020","04","250370","2504502","Complementar","51",3
"2020","04","250370","2504502","Pediátrico","45",18
"2020","04","250370","2504502","Clínico","33",2
"2020","04","250400","2676060","Complementar","77",5
"2020","04","250400","2676060","Complementar","75",10
"2020","04","250400","2676060","Clínico","44",19
"2020","04","250400","2676060","Pediátrico","68",3
"2020","04","250400","2676060","Cirúrgico","03",29
"2020","04","250400","2676060","Clínico","46",8
"2020","04","250400","2676060","Pediátrico","45",30
"2020","04","250400","2676060","Clínico","31",7
"2020","04","250400","2676060","Complementar","80",4
"2020","04","250400","2676060","Clínico","33",50
"2020","04","250750","2400243","Cirúrgico","01",2
"2020","04","250750","2400243","Cirúrgico","03",10
"2020","04","250750","2400243","Cirúrgico","04",4
"2020","04","250750","2400243","Cirúrgico","05",2
"2020","04","250750","2400243","Cirúrgico","06",10
"2020","04","250750","2400243","Cirúrgico","08",2
"2020","04","250750","2400243","Obstétrico","10",20
"2020","04","250750","2400243","Cirúrgico","14",2
"2020","04","250750","2400243","Cirúrgico","15",2
"2020","04","250750","2400243","Cirúrgico","16",2
"2020","04","250750","2400243","Clínico","31",1
"2020","04","250750","2400243","Clínico","32",4
"2020","04","250750","2400243","Clínico","33",53
"2020","04","250750","2400243","Clínico","35",2
"2020","04","250750","2400243","Clínico","38",4
"2020","04","250750","2400243","Clínico","40",2
"2020","04","250750","2400243","Clínico","42",5
"2020","04","250750","2400243","Obstétrico","43",10
"2020","04","250750","2400243","Pediátrico","45",20
"2020","04","250750","2400243","Clínico","46",8
"2020","04","250750","2400243","Complementar","66",10
"2020","04","250750","2400243","Pediátrico","68",4
"2020","04","250750","2400243","Complementar","75",14
"2020","04","250750","2400243","Complementar","76",14
"2020","04","250750","2400243","Complementar","78",4
"2020","04","250750","2400243","Complementar","79",4
"2020","04","250750","2400243","Complementar","81",6
"2020","04","250750","2400243","Complementar","92",6
"2020","04","250750","2400243","Complementar","93",2
"2022","07","221100","3285391","Clínico","46",2
"2022","07","221100","3285391","Outras Especialidades","47",1
"2022","07","221100","3285391","Complementar","66",4
"2022","07","221100","3285391","Complementar","75",25
"2022","07","221100","3285391","Complementar","95",8
"2022","07","221100","3285391","Clínico","33",27
"2022","07","221100","3285391","Clínico","35",2
"2022","07","221100","3285391","Clínico","38",2
"2022","07","221100","3285391","Clínico","40",2
"2022","07","221100","3285391","Clínico","42",4
"2022","07","221100","3285391","Clínico","44",25
"2022","07","221100","3285391","Cirúrgico","13",10
"2022","07","221100","3285391","Cirúrgico","14",1
"2022","07","221100","3285391","Cirúrgico","15",1
"2022","07","221100","3285391","Clínico","32",12
"2022","07","221100","3285391","Cirúrgico","05",6
